ID_Venda,Data,Produto,Quantidade,Preco,Regiao
3748,2022-09-09,Produto A,12,374.73,Centro-Oeste
3749,2023-06-21,Produto A,1,483.19,Sudeste
3750,2022-06-11,Produto D,18,398.21,Centro-Oeste
3751,2022-10-01,Produto D,13,83.09,Nordeste
3752,2022-04-23,Produto C,4,361.18,Centro-Oeste
3753,2023-07-21,Produto E,11,362.31,Nordeste
3754,2022-12-31,Produto B,12,178.77,Norte
3755,2023-08-12,Produto C,20,297.33,Sul
3756,2023-07-28,Produto A,18,444.31,Sudeste
3757,2022-04-10,Produto C,1,40.75,Norte
3758,2023-09-01,Produto E,13,481.37,Centro-Oeste
3759,2022-12-19,Produto D,18,394.49,Sudeste
3760,2022-10-04,Produto C,15,312.72,Sul
3761,2022-08-10,Produto D,20,46.31,Nordeste
3762,2022-07-18,Produto B,3,185.51,Sudeste
3763,2022-08-16,Produto A,17,122.92,Norte
3764,2022-08-23,Produto C,9,50.69,Norte
3765,2023-09-16,Produto D,8,190.04,Sul
3766,2023-03-01,Produto D,12,56.6,Centro-Oeste
3767,2022-01-24,Produto E,7,321.24,Sul
3768,2023-10-27,Produto B,15,280.03,Centro-Oeste
3769,2023-02-10,Produto E,11,307.07,Sul
3770,2023-08-16,Produto A,3,336.48,Centro-Oeste
3771,2022-06-03,Produto A,5,261.41,Sul
3772,2022-05-07,Produto A,2,30.9,Norte
3773,2023-10-19,Produto A,20,108.66,Norte
3774,2022-06-14,Produto B,20,402.04,Centro-Oeste
3775,2022-08-03,Produto B,2,318.16,Nordeste
3776,2022-11-30,Produto C,11,100.13,Nordeste
3777,2022-06-12,Produto E,4,393.69,Sul
3778,2023-04-30,Produto C,12,243.28,Centro-Oeste
3779,2023-10-12,Produto D,2,219.46,Norte
3780,2022-09-19,Produto D,17,105.89,Nordeste
3781,2023-11-16,Produto C,16,56.56,Sudeste
3782,2023-10-22,Produto C,19,38.41,Sul
3783,2022-10-29,Produto E,11,299.14,Sudeste
3784,2023-12-17,Produto E,8,106.26,Nordeste
3785,2022-05-07,Produto B,8,163.24,Nordeste
3786,2023-12-09,Produto C,6,60.62,Sudeste
3787,2023-10-20,Produto E,19,28.08,Norte
3788,2022-06-24,Produto E,4,169.81,Nordeste
3789,2023-12-13,Produto A,3,253.0,Centro-Oeste
3790,2023-10-20,Produto E,15,463.62,Sudeste
3791,2022-07-13,Produto B,6,293.92,Sul
3792,2022-11-10,Produto E,2,221.94,Sudeste
3793,2022-06-07,Produto E,8,61.13,Centro-Oeste
3794,2022-08-03,Produto C,10,12.33,Nordeste
3795,2023-05-12,Produto A,14,415.4,Centro-Oeste
3796,2022-12-28,Produto C,8,354.29,Norte
3797,2022-08-12,Produto E,19,241.14,Nordeste
3798,2023-03-29,Produto A,17,351.72,Sudeste
3799,2022-03-30,Produto D,4,472.27,Centro-Oeste
3800,2022-02-27,Produto D,10,113.28,Nordeste
3801,2022-04-25,Produto B,4,314.81,Centro-Oeste
3802,2023-11-30,Produto B,1,350.78,Norte
3803,2022-10-22,Produto B,8,297.51,Nordeste
3804,2022-09-24,Produto C,2,343.18,Nordeste
3805,2022-06-13,Produto A,19,361.77,Nordeste
3806,2023-11-13,Produto E,15,481.96,Sudeste
3807,2023-09-12,Produto C,17,133.39,Norte
3808,2022-11-04,Produto C,8,215.42,Sul
3809,2022-05-26,Produto C,12,104.23,Norte
3810,2023-11-16,Produto E,4,464.05,Sudeste
3811,2022-11-27,Produto D,10,149.43,Sul
3812,2023-01-01,Produto D,15,251.39,Norte
3813,2023-12-16,Produto E,4,357.16,Sudeste
3814,2022-05-25,Produto D,3,110.08,Sudeste
3815,2022-05-18,Produto A,4,483.01,Norte
3816,2022-01-17,Produto B,14,46.34,Sul
3817,2022-08-05,Produto D,4,456.81,Nordeste
3818,2023-05-27,Produto C,3,319.72,Sudeste
3819,2022-10-19,Produto D,20,64.63,Nordeste
3820,2023-12-06,Produto D,1,66.66,Nordeste
3821,2022-05-31,Produto E,14,434.7,Nordeste
3822,2023-10-26,Produto C,19,391.85,Centro-Oeste
3823,2022-10-25,Produto D,18,450.06,Nordeste
3824,2022-03-11,Produto A,15,436.34,Sudeste
3825,2023-04-30,Produto E,18,442.12,Centro-Oeste
3826,2023-01-31,Produto B,2,174.97,Sul
3827,2023-02-19,Produto E,3,141.38,Norte
3828,2023-05-03,Produto E,19,161.62,Sul
3829,2023-12-09,Produto D,17,260.75,Centro-Oeste
3830,2023-11-25,Produto C,6,69.27,Nordeste
3831,2022-08-15,Produto E,9,256.53,Centro-Oeste
3832,2023-10-15,Produto D,3,422.69,Nordeste
3833,2022-09-21,Produto A,3,99.28,Centro-Oeste
3834,2022-10-10,Produto B,17,397.12,Norte
3835,2023-04-22,Produto B,11,432.7,Nordeste
3836,2022-01-23,Produto B,1,367.27,Sudeste
3837,2022-11-08,Produto D,9,321.12,Sul
3838,2022-08-26,Produto A,13,480.5,Centro-Oeste
3839,2022-09-16,Produto B,10,371.94,Sul
3840,2023-10-20,Produto E,14,275.13,Norte
3841,2022-05-20,Produto B,16,18.69,Sul
3842,2023-03-04,Produto A,13,366.66,Nordeste
3843,2023-03-10,Produto B,13,183.23,Nordeste
3844,2023-11-24,Produto A,7,179.89,Nordeste
3845,2022-03-10,Produto C,7,101.82,Nordeste
3846,2023-04-20,Produto E,11,352.31,Sudeste
3847,2023-08-27,Produto D,5,291.4,Norte
3848,2022-12-07,Produto C,4,166.31,Norte
3849,2022-06-30,Produto A,4,225.21,Norte
3850,2023-02-17,Produto A,19,358.77,Sul
3851,2023-10-01,Produto D,18,226.2,Sudeste
3852,2023-01-31,Produto E,16,453.74,Centro-Oeste
3853,2022-06-23,Produto E,18,117.39,Nordeste
3854,2023-06-30,Produto A,3,402.42,Sudeste
3855,2022-03-19,Produto C,17,214.46,Centro-Oeste
3856,2023-01-12,Produto A,1,480.84,Sudeste
3857,2022-06-07,Produto E,17,436.5,Sul
3858,2023-06-07,Produto A,12,467.45,Nordeste
3859,2023-10-07,Produto D,17,303.6,Nordeste
3860,2023-07-18,Produto E,16,443.94,Centro-Oeste
3861,2023-12-19,Produto E,15,193.03,Sul
3862,2022-10-14,Produto C,6,323.14,Norte
3863,2023-11-27,Produto B,6,137.43,Norte
3864,2022-01-16,Produto E,20,307.08,Norte
3865,2023-06-22,Produto B,1,349.34,Centro-Oeste
3866,2022-12-29,Produto D,4,103.28,Norte
3867,2022-04-04,Produto B,9,478.53,Nordeste
3868,2023-05-05,Produto D,14,153.54,Centro-Oeste
3869,2023-03-12,Produto D,2,409.29,Sudeste
3870,2022-06-06,Produto D,1,482.23,Sudeste
3871,2022-05-08,Produto D,20,283.03,Norte
3872,2023-08-31,Produto E,17,135.67,Nordeste
3873,2022-06-15,Produto B,7,310.91,Sudeste
3874,2023-11-16,Produto B,9,288.99,Centro-Oeste
3875,2022-06-07,Produto C,7,151.31,Centro-Oeste
3876,2023-08-20,Produto A,6,359.43,Sul
3877,2022-06-01,Produto C,12,126.74,Nordeste
3878,2022-08-07,Produto C,16,210.89,Sul
3879,2023-11-11,Produto D,8,411.56,Centro-Oeste
3880,2023-08-25,Produto C,20,373.72,Norte
3881,2022-01-21,Produto E,15,37.52,Sul
3882,2022-01-10,Produto E,13,320.97,Norte
3883,2022-10-01,Produto D,19,489.21,Sudeste
3884,2022-12-17,Produto A,10,307.5,Centro-Oeste
3885,2023-07-21,Produto E,14,88.64,Nordeste
3886,2022-04-24,Produto A,9,353.95,Nordeste
3887,2022-10-03,Produto B,14,382.15,Centro-Oeste
3888,2023-09-28,Produto B,3,62.41,Centro-Oeste
3889,2022-01-17,Produto C,7,191.55,Nordeste
3890,2022-05-08,Produto C,17,79.61,Norte
3891,2023-08-28,Produto D,15,211.3,Centro-Oeste
3892,2023-08-17,Produto D,10,335.83,Centro-Oeste
3893,2023-02-04,Produto E,14,202.08,Nordeste
3894,2022-12-13,Produto B,5,361.94,Sudeste
3895,2022-10-28,Produto E,13,25.41,Sudeste
3896,2022-03-03,Produto D,19,436.52,Centro-Oeste
3897,2023-11-06,Produto C,20,102.79,Nordeste
3898,2023-04-10,Produto C,19,79.02,Nordeste
3899,2022-11-10,Produto A,9,256.03,Sudeste
3900,2023-06-20,Produto C,11,239.5,Nordeste
3901,2022-04-11,Produto B,12,420.57,Nordeste
3902,2022-09-30,Produto C,7,252.01,Sul
3903,2022-04-06,Produto C,12,383.88,Sudeste
3904,2022-06-24,Produto E,20,161.37,Sul
3905,2022-09-28,Produto C,3,403.5,Sudeste
3906,2023-03-14,Produto E,13,231.52,Norte
3907,2023-09-18,Produto E,16,111.44,Nordeste
3908,2022-09-29,Produto C,20,198.27,Sul
3909,2022-05-24,Produto A,6,369.89,Sul
3910,2023-05-20,Produto B,8,25.85,Nordeste
3911,2022-03-02,Produto D,3,57.99,Sudeste
3912,2023-06-26,Produto D,16,462.7,Sudeste
3913,2023-03-19,Produto C,8,115.45,Norte
3914,2023-08-02,Produto C,2,342.05,Sudeste
3915,2022-01-01,Produto A,14,265.98,Centro-Oeste
3916,2022-01-25,Produto D,1,117.32,Sudeste
3917,2022-10-25,Produto A,9,386.64,Sul
3918,2022-08-12,Produto A,6,437.79,Norte
3919,2023-05-15,Produto E,18,276.51,Sudeste
3920,2023-12-07,Produto E,3,260.87,Sudeste
3921,2022-03-14,Produto A,19,269.34,Sul
3922,2023-05-21,Produto B,17,163.6,Nordeste
3923,2023-09-06,Produto B,13,30.98,Nordeste
3924,2022-07-05,Produto C,13,345.23,Norte
3925,2022-06-15,Produto D,18,40.74,Centro-Oeste
3926,2023-01-09,Produto B,16,348.7,Nordeste
3927,2023-10-20,Produto E,20,70.15,Centro-Oeste
3928,2023-02-16,Produto D,20,168.99,Sul
3929,2022-06-03,Produto D,19,434.56,Sul
3930,2023-11-07,Produto C,18,416.74,Centro-Oeste
3931,2022-05-17,Produto D,8,10.63,Norte
3932,2022-05-04,Produto B,19,457.43,Norte
3933,2022-09-15,Produto E,14,327.41,Sul
3934,2022-07-10,Produto B,9,333.1,Sul
3935,2023-07-08,Produto D,11,150.1,Sudeste
3936,2023-07-10,Produto B,19,257.83,Sul
3937,2022-05-07,Produto B,4,254.6,Sul
3938,2023-11-19,Produto E,5,180.61,Centro-Oeste
3939,2022-09-03,Produto D,5,257.33,Sudeste
3940,2023-01-01,Produto E,14,33.79,Nordeste
3941,2023-06-03,Produto B,3,18.69,Sul
3942,2022-12-12,Produto B,13,17.19,Nordeste
3943,2023-02-12,Produto D,6,157.83,Nordeste
3944,2023-11-02,Produto B,14,431.81,Nordeste
3945,2022-05-28,Produto E,5,110.33,Sul
3946,2022-09-16,Produto C,2,433.16,Nordeste
3947,2022-12-13,Produto E,9,364.22,Sudeste
3948,2022-03-08,Produto A,9,90.94,Sudeste
3949,2022-05-09,Produto A,13,306.8,Norte
3950,2023-04-19,Produto B,10,302.1,Sudeste
3951,2022-02-18,Produto B,19,219.88,Sul
3952,2023-08-01,Produto A,5,61.18,Sudeste
3953,2022-06-19,Produto B,14,474.42,Sul
3954,2022-03-02,Produto A,12,102.11,Sul
3955,2022-07-06,Produto A,3,66.49,Sul
3956,2022-08-06,Produto B,10,369.97,Sudeste
3957,2023-06-27,Produto E,14,326.18,Sudeste
3958,2022-12-22,Produto A,2,202.82,Centro-Oeste
3959,2023-12-28,Produto A,13,142.37,Sul
3960,2022-03-16,Produto C,9,463.82,Centro-Oeste
3961,2022-05-10,Produto E,13,174.48,Sul
3962,2022-01-28,Produto D,1,252.48,Centro-Oeste
3963,2022-10-07,Produto A,5,32.46,Centro-Oeste
3964,2022-12-20,Produto C,5,114.99,Sudeste
3965,2022-09-07,Produto E,15,131.12,Norte
3966,2022-01-19,Produto C,11,343.57,Sudeste
3967,2023-03-01,Produto D,7,10.86,Norte
3968,2022-05-26,Produto E,9,385.15,Nordeste
3969,2022-12-21,Produto C,4,63.55,Norte
3970,2023-03-17,Produto D,6,355.49,Nordeste
3971,2023-08-31,Produto E,14,160.56,Sudeste
3972,2023-01-22,Produto D,12,98.82,Sul
3973,2022-03-23,Produto A,7,223.16,Sudeste
3974,2023-01-08,Produto D,4,30.25,Sul
3975,2022-02-02,Produto B,17,350.41,Centro-Oeste
3976,2023-05-02,Produto B,8,270.08,Sudeste
3977,2022-01-30,Produto D,7,204.53,Sul
3978,2023-10-31,Produto A,3,17.23,Norte
3979,2022-12-01,Produto D,3,469.22,Nordeste
3980,2022-02-21,Produto E,20,295.8,Sudeste
3981,2023-11-24,Produto A,9,273.94,Norte
3982,2023-01-01,Produto E,1,139.04,Centro-Oeste
3983,2023-03-22,Produto D,3,242.51,Norte
3984,2023-07-30,Produto A,13,481.95,Sul
3985,2023-11-13,Produto A,14,20.29,Nordeste
3986,2023-01-29,Produto D,14,150.27,Centro-Oeste
3987,2022-07-14,Produto D,2,199.0,Nordeste
3988,2023-05-26,Produto A,7,238.18,Centro-Oeste
3989,2023-11-15,Produto E,10,390.85,Sul
3990,2022-11-06,Produto A,8,293.0,Norte
3991,2022-07-22,Produto B,5,77.57,Sul
3992,2022-08-10,Produto E,15,463.18,Nordeste
3993,2023-10-14,Produto D,17,233.41,Sudeste
3994,2023-06-16,Produto B,19,229.62,Nordeste
3995,2023-09-08,Produto E,9,327.93,Centro-Oeste
3996,2023-09-03,Produto B,1,443.24,Norte
3997,2022-10-21,Produto A,18,390.29,Nordeste
3998,2022-04-05,Produto D,17,438.46,Norte
3999,2022-01-24,Produto B,19,327.01,Centro-Oeste
4000,2023-09-04,Produto C,19,134.38,Sudeste
4001,2023-05-19,Produto B,10,464.03,Centro-Oeste
4002,2022-02-05,Produto C,10,41.21,Norte
4003,2022-04-11,Produto E,20,96.09,Centro-Oeste
4004,2022-07-01,Produto A,9,141.84,Nordeste
4005,2022-08-10,Produto E,8,469.93,Norte
4006,2023-12-23,Produto B,16,211.36,Sul
4007,2023-10-13,Produto C,17,273.12,Sudeste
4008,2022-06-09,Produto E,19,348.51,Norte
4009,2022-04-05,Produto B,8,76.97,Sul
4010,2022-06-06,Produto E,3,70.37,Nordeste
4011,2022-01-15,Produto E,8,191.92,Sudeste
4012,2022-03-21,Produto A,10,358.0,Sul
4013,2023-08-17,Produto E,3,141.21,Nordeste
4014,2022-01-21,Produto A,15,419.06,Centro-Oeste
4015,2023-07-06,Produto D,13,193.36,Sul
4016,2022-08-24,Produto E,1,420.42,Centro-Oeste
4017,2022-04-21,Produto C,17,468.86,Sudeste
4018,2022-07-14,Produto E,8,95.75,Centro-Oeste
4019,2022-02-03,Produto D,4,65.54,Sul
4020,2023-03-02,Produto E,14,307.26,Sudeste
4021,2022-01-26,Produto D,9,271.65,Sul
4022,2022-09-03,Produto B,14,81.33,Centro-Oeste
4023,2022-12-23,Produto B,5,469.58,Nordeste
4024,2022-08-06,Produto C,9,108.57,Nordeste
4025,2022-04-09,Produto A,2,453.34,Sul
4026,2022-08-07,Produto A,8,22.08,Norte
4027,2023-12-08,Produto B,7,145.37,Nordeste
4028,2023-03-20,Produto A,11,40.79,Nordeste
4029,2022-08-08,Produto E,6,447.89,Sudeste
4030,2022-03-15,Produto B,12,136.3,Norte
4031,2022-04-07,Produto A,14,182.12,Nordeste
4032,2023-08-10,Produto E,1,484.27,Nordeste
4033,2022-12-12,Produto B,13,359.68,Sudeste
4034,2023-06-23,Produto D,13,254.89,Norte
4035,2023-05-24,Produto C,1,487.7,Sul
4036,2023-03-03,Produto E,12,266.71,Norte
4037,2022-10-20,Produto B,12,144.55,Nordeste
4038,2022-02-16,Produto E,20,396.24,Norte
4039,2022-12-12,Produto A,17,200.72,Centro-Oeste
4040,2023-10-26,Produto C,14,132.37,Sul
4041,2022-08-27,Produto C,16,102.13,Centro-Oeste
4042,2023-04-19,Produto D,17,101.8,Nordeste
4043,2022-08-25,Produto B,20,147.8,Nordeste
4044,2022-09-28,Produto B,6,109.87,Nordeste
4045,2022-05-03,Produto E,12,150.8,Sudeste
4046,2022-04-26,Produto B,4,333.7,Nordeste
4047,2022-02-04,Produto D,13,165.38,Nordeste
4048,2023-07-04,Produto E,7,32.91,Sul
4049,2023-09-20,Produto A,13,154.94,Centro-Oeste
4050,2023-07-20,Produto D,12,330.94,Sul
4051,2022-07-12,Produto A,8,172.34,Nordeste
4052,2023-05-17,Produto B,6,202.7,Sudeste
4053,2022-07-20,Produto A,12,178.71,Norte
4054,2023-01-06,Produto B,20,192.91,Norte
4055,2022-03-27,Produto E,10,113.04,Nordeste
4056,2023-07-15,Produto A,15,225.03,Norte
4057,2022-11-15,Produto B,17,130.71,Nordeste
4058,2022-11-15,Produto D,16,370.55,Centro-Oeste
4059,2023-04-26,Produto E,4,123.47,Centro-Oeste
4060,2023-11-29,Produto C,15,256.06,Norte
4061,2023-01-13,Produto E,3,444.97,Nordeste
4062,2022-04-18,Produto A,3,295.82,Centro-Oeste
4063,2022-02-12,Produto D,12,353.2,Norte
4064,2023-12-25,Produto A,20,278.32,Norte
4065,2023-04-17,Produto D,1,135.96,Sul
4066,2023-11-20,Produto D,2,69.61,Nordeste
4067,2022-07-05,Produto C,9,354.23,Nordeste
4068,2022-12-23,Produto B,15,273.04,Norte
4069,2023-05-01,Produto D,1,188.06,Norte
4070,2023-08-18,Produto D,14,61.41,Centro-Oeste
4071,2023-11-26,Produto C,20,229.81,Sudeste
4072,2023-01-24,Produto E,4,106.23,Sudeste
4073,2022-09-27,Produto A,14,46.44,Sul
4074,2023-11-16,Produto E,20,409.24,Centro-Oeste
4075,2022-12-07,Produto E,18,380.59,Sul
4076,2022-10-27,Produto A,14,386.47,Centro-Oeste
4077,2023-09-21,Produto A,12,474.43,Sul
4078,2022-10-14,Produto E,20,72.41,Norte
4079,2023-12-06,Produto A,19,143.18,Nordeste
4080,2023-10-10,Produto A,18,202.23,Sul
4081,2022-05-26,Produto A,17,436.16,Nordeste
4082,2023-12-18,Produto B,1,481.48,Sudeste
4083,2022-04-28,Produto A,12,444.91,Sudeste
4084,2023-03-08,Produto E,10,466.35,Sudeste
4085,2022-11-18,Produto A,7,496.23,Centro-Oeste
4086,2022-09-27,Produto E,10,379.9,Centro-Oeste
4087,2022-02-18,Produto E,6,311.73,Norte
4088,2022-11-25,Produto D,14,79.69,Sudeste
4089,2022-04-01,Produto E,16,226.28,Sul
4090,2022-02-13,Produto D,20,70.55,Sul
4091,2023-01-11,Produto A,19,107.31,Sudeste
4092,2023-09-22,Produto E,15,86.71,Sudeste
4093,2023-01-08,Produto B,4,262.74,Norte
4094,2023-04-03,Produto A,13,382.32,Nordeste
4095,2023-05-07,Produto E,3,193.23,Nordeste
4096,2023-04-10,Produto C,18,358.96,Centro-Oeste
4097,2022-08-29,Produto B,17,426.09,Norte
4098,2022-10-25,Produto A,8,442.63,Nordeste
4099,2023-07-05,Produto A,4,248.52,Sudeste
4100,2023-04-27,Produto A,8,294.7,Sudeste
4101,2023-06-27,Produto B,7,367.01,Nordeste
4102,2022-09-23,Produto A,17,463.08,Sudeste
4103,2023-09-14,Produto D,4,331.14,Nordeste
4104,2023-01-02,Produto A,8,122.5,Norte
4105,2022-06-06,Produto B,17,213.69,Sudeste
4106,2022-04-14,Produto E,5,387.49,Sudeste
4107,2022-10-21,Produto C,8,431.74,Norte
4108,2022-12-24,Produto B,19,11.62,Norte
4109,2022-07-17,Produto C,14,351.11,Nordeste
4110,2022-07-30,Produto E,16,299.61,Sudeste
4111,2022-11-11,Produto D,19,106.08,Centro-Oeste
4112,2022-04-05,Produto E,5,304.13,Centro-Oeste
4113,2023-12-10,Produto C,10,326.43,Sul
4114,2023-01-13,Produto C,10,141.1,Nordeste
4115,2022-02-01,Produto D,15,403.15,Sul
4116,2022-08-04,Produto C,18,152.12,Norte
4117,2022-07-28,Produto A,19,422.88,Norte
4118,2022-12-19,Produto E,5,50.66,Norte
4119,2023-05-22,Produto E,12,29.52,Nordeste
4120,2022-01-21,Produto A,14,383.17,Sul
4121,2022-07-23,Produto C,14,125.08,Sul
4122,2022-12-26,Produto C,11,362.71,Nordeste
4123,2023-09-06,Produto D,5,97.04,Centro-Oeste
4124,2023-07-28,Produto D,1,291.36,Sudeste
4125,2022-12-23,Produto C,1,131.73,Centro-Oeste
4126,2023-08-28,Produto D,9,80.76,Norte
4127,2023-02-18,Produto B,14,225.74,Sudeste
4128,2022-08-20,Produto D,19,125.67,Nordeste
4129,2023-01-22,Produto A,9,40.35,Sudeste
4130,2022-12-21,Produto D,18,400.99,Norte
4131,2023-06-02,Produto A,13,124.0,Norte
4132,2023-01-19,Produto C,18,499.7,Nordeste
4133,2022-02-15,Produto E,19,382.72,Nordeste
4134,2023-12-23,Produto D,13,474.59,Sul
4135,2023-09-20,Produto C,14,253.7,Sul
4136,2023-10-06,Produto B,6,157.17,Sudeste
4137,2023-07-31,Produto E,4,138.34,Norte
4138,2023-06-20,Produto A,1,485.64,Nordeste
4139,2022-10-20,Produto C,10,358.85,Nordeste
4140,2023-08-15,Produto C,15,70.52,Sudeste
4141,2023-05-31,Produto B,13,178.46,Nordeste
4142,2023-01-20,Produto A,1,339.94,Sudeste
4143,2022-09-14,Produto B,5,151.97,Sudeste
4144,2022-07-07,Produto C,15,474.54,Centro-Oeste
4145,2022-11-09,Produto D,4,248.95,Nordeste
4146,2023-01-21,Produto B,1,82.59,Centro-Oeste
4147,2022-12-03,Produto B,13,13.29,Norte
4148,2023-01-29,Produto D,20,370.63,Sudeste
4149,2023-06-28,Produto E,20,458.2,Nordeste
4150,2022-03-31,Produto D,2,387.87,Nordeste
4151,2023-10-20,Produto A,3,16.48,Centro-Oeste
4152,2022-11-30,Produto B,15,234.06,Norte
4153,2023-11-15,Produto E,11,148.73,Nordeste
4154,2023-07-06,Produto C,15,185.58,Nordeste
4155,2023-02-12,Produto D,3,383.46,Nordeste
4156,2022-08-17,Produto D,7,323.9,Centro-Oeste
4157,2022-08-20,Produto E,15,38.29,Nordeste
4158,2022-10-18,Produto E,5,365.57,Centro-Oeste
4159,2023-05-29,Produto D,6,324.08,Norte
4160,2023-05-20,Produto B,18,271.33,Nordeste
4161,2022-09-15,Produto E,17,228.92,Norte
4162,2022-12-31,Produto D,19,459.91,Sul
4163,2022-06-12,Produto B,10,291.49,Sul
4164,2023-07-15,Produto A,8,167.59,Norte
4165,2023-03-21,Produto D,14,359.97,Sul
4166,2023-12-01,Produto B,16,61.17,Norte
4167,2023-06-21,Produto A,10,44.74,Nordeste
4168,2022-03-15,Produto B,9,118.21,Nordeste
4169,2022-09-25,Produto C,16,468.24,Norte
4170,2023-12-06,Produto D,7,340.38,Sul
4171,2023-07-26,Produto A,6,58.53,Nordeste
4172,2022-02-26,Produto C,16,142.49,Norte
4173,2022-12-10,Produto A,18,411.44,Nordeste
4174,2022-09-19,Produto C,1,424.95,Centro-Oeste
4175,2022-02-27,Produto E,12,477.21,Nordeste
4176,2022-12-10,Produto B,10,191.57,Norte
4177,2022-04-13,Produto D,3,268.97,Sudeste
4178,2022-05-30,Produto A,18,377.68,Sudeste
4179,2023-12-02,Produto A,10,357.43,Sudeste
4180,2023-06-13,Produto C,6,26.17,Centro-Oeste
4181,2023-11-22,Produto E,7,137.91,Centro-Oeste
4182,2022-05-12,Produto E,14,72.13,Norte
4183,2022-11-20,Produto D,18,315.63,Nordeste
4184,2022-11-10,Produto A,8,479.22,Centro-Oeste
4185,2023-12-26,Produto D,3,148.5,Centro-Oeste
4186,2022-06-22,Produto C,12,66.76,Norte
4187,2023-05-17,Produto B,7,148.91,Sudeste
4188,2023-10-30,Produto B,2,398.54,Sudeste
4189,2023-01-26,Produto E,13,78.96,Norte
4190,2023-03-27,Produto D,7,45.72,Norte
4191,2022-01-25,Produto E,6,395.55,Nordeste
4192,2022-05-21,Produto E,7,201.44,Sudeste
4193,2022-01-04,Produto D,1,24.72,Centro-Oeste
4194,2023-02-03,Produto C,20,347.1,Norte
4195,2023-06-29,Produto D,6,426.08,Sul
4196,2023-10-11,Produto D,17,215.5,Nordeste
4197,2023-02-15,Produto E,7,418.27,Nordeste
4198,2022-08-28,Produto E,2,95.65,Centro-Oeste
4199,2023-05-30,Produto B,3,137.84,Sul
4200,2022-05-08,Produto E,17,417.89,Centro-Oeste
4201,2022-05-04,Produto A,19,73.05,Sudeste
4202,2022-12-02,Produto B,20,297.14,Centro-Oeste
4203,2023-10-09,Produto A,14,88.21,Centro-Oeste
4204,2022-09-23,Produto E,3,218.28,Sul
4205,2023-10-31,Produto B,2,367.03,Sudeste
4206,2022-08-14,Produto D,5,443.98,Sudeste
4207,2023-06-18,Produto A,15,332.72,Nordeste
4208,2023-04-01,Produto E,15,250.27,Norte
4209,2023-07-12,Produto C,12,73.61,Norte
4210,2023-10-20,Produto A,17,425.6,Norte
4211,2023-07-27,Produto B,18,296.95,Nordeste
4212,2023-07-04,Produto C,15,105.05,Nordeste
4213,2023-10-01,Produto C,7,466.25,Nordeste
4214,2023-12-21,Produto C,3,411.57,Norte
4215,2022-05-17,Produto A,2,249.44,Centro-Oeste
4216,2022-07-13,Produto B,7,88.31,Nordeste
4217,2022-09-21,Produto D,15,283.13,Centro-Oeste
4218,2023-07-15,Produto C,4,68.45,Centro-Oeste
4219,2022-09-15,Produto B,18,125.78,Centro-Oeste
4220,2022-09-07,Produto B,1,172.16,Centro-Oeste
4221,2022-10-19,Produto D,2,103.48,Centro-Oeste
4222,2022-03-11,Produto E,3,194.1,Nordeste
4223,2023-02-19,Produto D,11,150.33,Sudeste
4224,2022-04-26,Produto C,5,396.28,Norte
4225,2023-01-01,Produto A,15,96.8,Sul
4226,2023-11-20,Produto B,9,276.03,Centro-Oeste
4227,2022-07-23,Produto D,7,214.52,Sul
4228,2023-10-12,Produto B,4,408.95,Nordeste
4229,2022-01-14,Produto A,11,67.06,Nordeste
4230,2022-08-25,Produto A,6,29.14,Sudeste
4231,2022-04-14,Produto B,4,422.44,Sudeste
4232,2022-03-08,Produto E,18,61.45,Sul
4233,2023-06-20,Produto A,7,63.79,Norte
4234,2022-03-26,Produto D,10,295.7,Sul
4235,2022-08-21,Produto B,15,248.65,Sul
4236,2023-02-19,Produto B,4,234.71,Sudeste
4237,2023-01-14,Produto B,14,122.32,Sul
4238,2022-09-27,Produto D,17,14.24,Sul
4239,2022-06-16,Produto A,19,185.61,Norte
4240,2023-05-17,Produto D,15,208.39,Nordeste
4241,2023-01-18,Produto C,7,130.62,Sudeste
4242,2022-06-13,Produto B,2,430.99,Norte
4243,2022-02-11,Produto B,16,428.83,Sul
4244,2023-05-06,Produto E,6,96.66,Sul
4245,2022-09-22,Produto C,3,303.72,Sudeste
4246,2022-11-28,Produto B,17,48.9,Centro-Oeste
4247,2023-04-23,Produto C,12,300.53,Sul
4248,2022-02-16,Produto A,5,114.77,Sudeste
4249,2023-05-29,Produto C,1,40.82,Sul
4250,2022-01-23,Produto B,19,276.09,Sudeste
4251,2023-08-12,Produto C,18,326.55,Nordeste
4252,2023-03-01,Produto E,1,392.04,Norte
4253,2023-10-19,Produto D,17,437.61,Sudeste
4254,2023-01-26,Produto E,14,233.06,Nordeste
4255,2023-04-16,Produto D,3,122.11,Nordeste
4256,2022-03-23,Produto D,16,269.12,Norte
4257,2022-04-03,Produto B,6,43.01,Sul
4258,2023-10-23,Produto E,16,184.36,Norte
4259,2022-07-13,Produto E,15,86.73,Nordeste
4260,2022-07-02,Produto A,2,135.67,Sul
4261,2023-01-17,Produto A,4,418.8,Centro-Oeste
4262,2023-10-23,Produto D,13,387.61,Centro-Oeste
4263,2022-04-25,Produto B,18,149.57,Sul
4264,2023-12-15,Produto A,4,445.58,Nordeste
4265,2023-07-10,Produto D,16,77.82,Norte
4266,2022-01-01,Produto C,5,287.57,Nordeste
4267,2023-02-24,Produto E,1,37.94,Nordeste
4268,2022-06-11,Produto D,7,184.18,Norte
